category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,full_content,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_distance_to_origin,admiralty_info_credibility,rationale
social,Gagauzia identity Russian world 2024,en,youtube,Russia-Ukraine war LIVE: Russia launches overnight drone attack on Kyiv | WION LIVE,https://www.youtube.com/watch?v=Gk7qsM9M7P8,WION,,,20240729,"Russian drones attacked the southern Ukrainian port city of Izmail for a second straight night damaging infrastructure, several Russian attack drones entered Romanian airspace. Moscow has targeted ports in the southern Odesa region persistently since it exited an accord last year brokered by the United Nations and Turkey allowing Ukraine to export grain via the Black Sea.

#russiaukrainewar #putin #zelenskyy  

About Channel: 

WION The World is One News examines global issues with in-depth anal",,,,,,non_intel,0.99,['Events'],news,C,c,3,Ukraine-focused live coverage (Kyiv/Izmail); no Moldovan infrastructure specifics.
social,Gagauzia identity Russian world 2024,en,youtube,Russian drone strike hits critical Ukrainian grain facility,https://www.youtube.com/watch?v=WJY_v8ZOab4,CNN,,,20230817,"Russian drone strikes hit grain facilities crucial for the global food supply.  The attack destroyed warehouses, granaries and other agricultural machinery in the port city of Reni, Ukraine.
  #CNN #News",,,,,,non_intel,0.99,['Events'],news,B,c,2,Attack on Ukrainian port city Reni; outside Moldova and lacks Moldovan infrastructure insights.
social,Gagauzia identity Russian world 2024,en,youtube,Watch | Explosion Near Ukraine’s Izmail Seen From Romania,https://www.youtube.com/watch?v=ZfrW73pV1bs,CRUX,,,20240726,"On July 25, eyewitness footage from Plauru, a village on the Romanian side of the Danube River facing Ukraine, captured an explosion and smoke near the Ukrainian town of Izmail. Earlier reports indicated that drone fragments were discovered in the Romanian village following overnight Russian attacks on Ukrainian infrastructure. Local media G4Media released footage showing charred, uprooted trees and smoke where one of the drones had crashed. Romania's defense ministry confirmed finding fragments",,,,,,non_intel,0.99,['Events'],news,C,c,3,Explosion near Izmail observed from Romania; not about Moldovan infrastructure or dependencies.
social,Transnistria social tensions 2024,en,youtube,Ukraine tension poses threat to Transnistria,https://www.youtube.com/watch?v=Ota-ZZ0rHCk,Al Jazeera English,,,20140425,"Subscribe to our channel http://bit.ly/AJSubscribe

Subscribe to our channel http://bit.ly/AJSubscribe


Tension in the east is threatening stability in neighbouring Transnistria - a self-declared landlocked state between Ukraine and Moldova.  It's been trying to formalise its Soviet roots for years, and unite with Russia.

At Al Jazeera English, we focus on people and events that affect people's lives. We bring topics to light that often go under-reported, listening to all sides of the story an",,,,,,non_intel,0.55,['Events'],news,B,c,3,"2014 video on general tensions; provides no concrete, verifiable details on Moldova’s infrastructure systems, dependencies, or capabilities relevant to 2024–2025."
social,Transnistria social tensions 2024,en,youtube,‘Blocked on both sides’: Transnistria residents fear for future • FRANCE 24 English,https://www.youtube.com/watch?v=uRjSeS9ftyM,FRANCE 24 English,,,20240308,"Separatist authorities in Transnistria, a breakaway pro-Russian region officially part of Moldova, recently asked Russia and the international community for economic protection following what they denounced as economic and social pressures imposed by Moldova. With the war in Ukraine also adding to ratcheting up tensions, some in Transnistria fear for the future of the region.
#Transnistria #Moldova #Russia

🔔 Subscribe to France 24 now: https://f24.my/YTen
🔴 LIVE - Watch FRANCE 24 English 24/7 h",,,,,,non_intel,0.6,"['Organisations', 'Events']",news,B,c,3,"Focuses on residents’ fears and separatist authorities seeking Russia’s help; lacks specific infrastructure data (energy, transport, telecom) or quantified impacts."
social,Transnistria social tensions 2024,en,youtube,Moldova at the crossroads: tensions with Transnistria ahead of EU membership referendum,https://www.youtube.com/watch?v=R3o1g-rc_zo,euronews,,,20240930,"In October Moldovans will vote on making EU membership a constitutional goal. A 'yes' vote would put the pro-Western leadership on a collision course with the   Russia-leaning breakaway region in the east.  

READ MORE : https://www.euronews.com/2024/09/30/moldova-at-the-crossroads-tensions-with-transnistria-ahead-of-eu-membership-referendum

Subscribe to our channel: https://www.youtube.com/c/euronews?sub_confirmation=1
Watch our LIVE here: https://www.youtube.com/c/euronews/live

Subscribe to ",,,,,,non_intel,0.58,"['Events', 'Organisations']",news,B,c,3,"Covers political tensions around a referendum; no actionable details on Moldova’s infrastructure assets, dependencies, or performance."
social,Transnistria social tensions 2024,en,youtube,Russia ‘alarmed’ by violence in Transnistria,https://www.youtube.com/watch?v=va_phH4LS-M,CGTN Europe,,,20220428,"Russia’s foreign ministry is ‘alarmed’ over ‘acts of terrorism’ in Moldova's breakaway region of Transnistria, where there have been several attacks this week. 

""We are alarmed by the escalation of tensions in Transnistria,"" foreign ministry spokeswoman Maria Zakharova said during her weekly briefing, pointing to reports of shootings and explosions. 

""We regard these actions as acts of terrorism aimed at destabilising the situation in the region and expect a thorough and objective investigatio",,,,,,non_intel,0.5,['Events'],news,D,c,4,"Reports 2022 violence claims; lacks infrastructure specifics (e.g., grid, gas, transport). Older context, limited utility for 2024–2025 infrastructure analysis."
social,Transnistria social tensions 2024,en,youtube,TRANSNISTRIA | Russia or Moldova?,https://www.youtube.com/watch?v=3IO4Pbmt4lg,Prof James Ker-Lindsay,,,20220506,"The war in Ukraine has thrown a spotlight on the long-standing issue of Transnistria in neighbouring Moldova. With claims that Russia is considering a push on the breakaway territory, where it already has a contingent of troops, there are growing questions about the future of this de facto state. So, what is the Transnistrian dispute all about? And could we be about to see it resolved - peacefully or otherwise?

Hello and welcome! My name is James Ker-Lindsay. Here I take an informed look at Int",,,,,,non_intel,0.52,['Areas'],other,C,c,3,"Explainer on the Transnistria dispute (2022). Educational but not providing concrete, current infrastructure systems data or operational dependencies."
social,Transnistria social tensions 2024,en,youtube,Transnistria: A Cold War Unfolds | Eastern Express,https://www.youtube.com/watch?v=2Cu4iCyVTAo,TVP WORLD,,,20250110,"Ever heard of Transnistria? In this episode of Eastern Express, we shine a spotlight on Moldova’s breakaway region, unraveling its complex history and geopolitical tensions. From Soviet nostalgia to stalled negotiations, this “frozen conflict” has far-reaching implications for European stability.
🔴 Watch our 24/7 livestream - https://youtube.com/live/bJUJyPN6YTM?feature=share

Bringing you all the latest daily news and updates, TVP World is Poland's first English-language channel where you can f",,,,,,non_intel,0.55,['Events'],news,C,c,3,"General geopolitical overview (2025) without verifiable infrastructure details (assets, interconnections, capacities, outages, or policies)."
social,Transnistria social tensions 2024,en,youtube,Escalating Tensions In Moldova: Ukrainian-Backed Forces Strike Transnistria Military Base #ytshort,https://www.youtube.com/watch?v=7VOU9jitVAA,Nya360,,,20240319,"@Nya360-iv3vj   @ChillaTV701 
Follow us on social media:
Instagram, Threads & Twitter @Nya360_
Read Full story at: nya360.com.",,,,,,non_intel,0.3,['Events'],other,F,f,6,Short claims a strike on a Transnistria base but provides no sourcing or infrastructure details; reliability and verifiability cannot be assessed.
social,Transnistria social tensions 2024,en,youtube,Transnistria: The Russian Backed Enclave of Moldova | SBS Dateline,https://www.youtube.com/watch?v=RiQ3sz22nVI,SBS Dateline,,,20220329,"A unique look into Transnistria, the Russian backed enclave of Moldova. There is an estimated 1500 soldiers stationed there, and some compare it with Donbass in Ukraine.  

Subscribe to Dateline: https://bit.ly/3gkQHtr 

Website http://www.sbs.com.au/news/dateline
Facebook https://www.facebook.com/DatelineSBS/
Twitter https://twitter.com/datelinesbs
Instagram https://www.instagram.com/datelinesbs/

Watch more Dateline, SBS 9.30pm Tuesday, and on SBS On Demand.

Dateline is an Australian award-wi",,,,,,non_intel,0.56,['Areas'],news,B,c,3,"2022 documentary-style piece; offers background on the enclave but no actionable 2024–2025 infrastructure specifics (energy flows, grid control, etc.)."
social,Transnistria social tensions 2024,en,youtube,Moldovan breakaway region seeks Russia's help amid escalating tensions with pro-Western government,https://www.youtube.com/watch?v=0SvwXSyN510,euronews,,,20240228,"Transnistria is one of numerous European regions where Moscow claims ethnic Russians are under threat.

READ MORE : https://www.euronews.com/2024/02/28/moldovan-breakaway-region-seeks-russias-help-amid-escalating-tensions-with-pro-western-gov

Subscribe to our channel: https://www.youtube.com/c/euronews?sub_confirmation=1
Watch our LIVE here: https://www.youtube.com/c/euronews/live

Subscribe to our thematic channels:
NoComment: https://www.youtube.com/c/nocommenttv?sub_confirmation=1
Euronews G",,,,,,non_intel,0.62,"['Organisations', 'Events']",news,B,c,3,"News on Transnistria seeking Russia’s help; lacks concrete infrastructure system details, capacities, or policy mechanisms affecting dependencies."
information,media audience share Moldova 2024..2025,en,scholar,Climate Denial – the Antithesis of Climate Education: A Review,https://openalex.org/W4393270033,2024,,,,,,,,,,non_intel,0.97,[],journal,A,c,6,Review on climate denial; no Moldova-specific infrastructure details or actionable insights.
information,Moldova disinformation 2024,en,youtube,How Moldova Outsmarted Putin’s Election Playbook,https://www.youtube.com/watch?v=vbX2tGKNArw,GP Podcast,,,20251011,"🇲🇩 How did one of Europe’s smallest countries stop one of the world’s biggest disinformation machines?

Moldova faced massive Russian interference during its 2024–2025 elections — cyberattacks, vote-buying networks, propaganda campaigns — yet it won. This video uncovers Moldova’s powerful blueprint for defending democracy: pre-emptive action, bold EU storytelling, and real projects that prove alignment works.

Could this be the model that saves democracy across Europe?

🔔 Watch till the end for ",,,,,,non_intel,0.82,[],other,D,c,4,Podcast video summarizing election interference; lacks concrete infrastructure system details or metrics.
information,Moldova disinformation 2024,en,youtube,Moldova Elections 2024: Has Russia tried to influence the vote?,https://www.youtube.com/watch?v=Sb3WKoJHSRU,Roundtable,,,20241025,"Bomb threats, misinformation and hundreds of millions of dollars paid to buy votes. Russian interference has overshadowed Moldova’s EU referendum and election - in an attempt to drive it away from the West.

Guests:

Vladislav Kulminski
Former Deputy Prime Minister of Moldova

Lucia Scripcari
Researcher of Moldovan Political Affairs

Anna Matveeva
Senior Visiting Research Fellow at King's College London  

Marko Gasic
Political Analyst

#russia #moldova #election 






Roundtable is a discussio",,,,,,non_intel,0.86,[],other,C,c,3,Panel discussion on Russian influence in Moldova’s 2024 vote; no actionable infrastructure intelligence.
information,Moldova disinformation 2024,en,youtube,"Moldova's 2024 Election Drama Russia, Drones, and Disinformation! #shortvideo #shortsyoutube #fyp",https://www.youtube.com/watch?v=TElMbknymTc,azamefepau,,,20250219,"Moldova's 2024 elections were marked by significant drama, with allegations of Russian interference, drone incursions, and widespread disinformation campaigns. Here are some key highlights:

### **Russian Interference**
- **Systematic Interference**: Russia engaged in a systematic and hybrid interference campaign during Moldova's presidential elections and constitutional referendum. This included cyberattacks, espionage, and vote-buying.
- **Financial Manipulation**: A Moldovan intelligence repo",,,,,,non_intel,0.83,[],other,F,f,4,Short-form commentary alleging interference; lacks sourcing and infrastructure-specific detail for Moldova.
information,Moldova disinformation 2024,en,youtube,Moldova’s Election Results Explained,https://www.youtube.com/watch?v=EOvc-F__8Cc,EU Made Simple,,,20250929,"Go to https://ground.news/EUMS to stay fully informed on the EU and more with news made simple. Subscribe through my link to save 40% on unlimited access.

Moldova has just held what may be the most important election in its modern history. Pro-European and pro-Russian parties went head-to-head in a tense campaign marked by fake bomb threats, party bans, and claims of massive Russian interference. The results could determine whether Moldova stays on course for EU membership or swings back toward",,,,,,non_intel,0.84,[],other,C,c,3,Explainer on election results and interference claims; no concrete infrastructure systems or capabilities.
information,Moldova disinformation 2024,en,youtube,BBC Exposes Russian-Funded Disinformation Network Targeting Moldova's Elections,https://www.youtube.com/watch?v=vWOMGn1bvSU,The Global Vision,,,20250924,"BBC investigation reveals a Russian-backed network spreading fake news to disrupt democratic elections in Moldova. Learn how the group pays participants to post pro-Russia propaganda, conduct illegal polls, and spread conspiracy theories against the EU-aligned government. Key details include ties to sanctioned oligarch Ilan Chor, the Evrazia NGO, and the use of Telegram and social media for covert operations. This 2024 election interference threatens Moldova's EU aspirations and regional stabili",,,,,,non_intel,0.8,[],other,D,d,3,"Channel summarizes BBC disinformation probe; derivative and centered on propaganda, not infrastructure."
information,Moldova disinformation 2024,en,youtube,russian disinformation about Ukraine in the information space of Moldova,https://www.youtube.com/watch?v=CPquyZjHZwI,Media Center Ukraine,,,20241128,"Presentation of the research results: ""russian disinformation about Ukraine in the information space of Moldova""

Participants:
– Ihor Karpechenko, Chairman of the NGO ""Laboratory of Research and Information Analysis"";
– Mykhailo Panaiotov, TV journalist, expert at the NGO ""Laboratory of Research and Information Analysis"" (online);
– Ștefan Bejan, investigative journalist, TV8 channel (online).

Why is it interesting?
The presentation will show how russian disinformation about Ukraine penetrates",,,,,,non_intel,0.82,[],other,C,c,3,NGO presentation on Russian disinformation in Moldova’s infospace; lacks concrete infrastructure system data.
information,Moldova disinformation 2024,en,youtube,Pro-Russians allege ballot fraud in Moldova election • FRANCE 24 English,https://www.youtube.com/watch?v=4-xDhp2bXTg,FRANCE 24 English,,,20250929,"In the wake of Moldova's parliamentary election, which saw the ruling pro-Western party clinch a solid victory, some online are widely circulating footage they allege is proof voter fraud on the part of the ruling party. But as FRANCE 24's Charlotte Hughes explains, there are many elements in the footage which cast doubt on its authenticity.
#moldova #russia #election

Read more about this story in our article: https://f24.my/BT2g.y

🔔 Subscribe to France 24 now: https://f24.my/YTen
🔴 LIVE - Wat",,,,,,non_intel,0.9,[],other,B,c,3,France 24 report on oligarchic influence; political influence narrative without infrastructure specifics.
information,Moldova media regulation 2024,en,youtube,Olly Alexander on why Moldova’s entry 'Sugar' is one of his favourite Eurovision songs 🩷 - BBC,https://www.youtube.com/watch?v=lNsRQOrJh6o,BBC,,,20240315,"#iPlayer #OllyAlexander #Eurovision2024 #Dizzy

Subscribe and 🔔 to the BBC 👉 https://bit.ly/BBCYouTubeSub
Watch the BBC first on iPlayer 👉 https://bbc.in/iPlayer-Home

Amazing staging, vocal virtuosos and voting upsets - it's the greatest, maddest, most over-the-top song contest on earth. Welcome to Europe's biggest event - everyone's invited! 

All our TV channels and S4C are available to watch live through BBC iPlayer, although some programmes may not be available to stream online due to right",,,,,,non_intel,0.0,[],other,D,c,4,LLM shorter than batch; filled default
information,Moldova media regulation 2024,en,youtube,Moldova's EU membership hinges on resisting influence of pro-Russian oligarchs • FRANCE 24 English,https://www.youtube.com/watch?v=VduwWj6QWLk,FRANCE 24 English,,,20240317,"Ever since the fall of the Soviet Union, the Republic of Moldova, a small country between Romania and Ukraine, has been grappling with the influence of oligarchs – rich businessmen with close links to power. Often pro-Russian and backed by the Kremlin, the main oligarchs have been convicted by Moldovan courts, but have fled the country. Despite their absence and progressive power loss, some remain very active in politics and are fomenting what President Maia Sandu calls a 'hybrid war"" led by Rus",,,,,,non_intel,0.0,[],other,D,c,4,LLM shorter than batch; filled default
information,Moldova media regulation 2024,en,youtube,Russia's battle for influence: From Ukraine to Georgia? | DW News,https://www.youtube.com/watch?v=OPsiqCXzZqU,DW News,,,20240523,"Putin's battle for influence shows no end – from being openly aggressive in Ukraine to using hybrid measures in Moldova and Georgia. Which strategy is working better? 

Find the whole show here: https://youtu.be/bPWQTKaEnuA. 

Subscribe: https://www.youtube.com/user/deutschewelleenglish?sub_confirmation=1

For more news go to: http://www.dw.com/en/
Follow DW on social media:
►Facebook: https://www.facebook.com/deutschewellenews/
►Twitter: https://twitter.com/dwnews
►Instagram: https://www.instag",,,,,,non_intel,0.64,[],other,B,b,3,"General analysis of Russian influence; no concrete details on Moldova’s infrastructure systems, assets, capabilities, or policies."
information,Moldova media regulation 2024,en,youtube,A Look at U.S. Policy in Georgia and Moldova Ahead of Their 2024 Elections,https://www.youtube.com/watch?v=DPTiMjopNvA,House Foreign Affairs Committee Democrats,,,20240724,"Chairman Thomas H. Kean, Jr
 
Witnesses:
Mr. Joshua Huck
Deputy Assistant Secretary
Bureau of European and Eurasian Affairs
U.S. Department of State
 
Mr. Christopher Smith
Deputy Assistant Secretary
Bureau of European and Eurasian Affairs
U.S. Department of State
 
Dr. Alexander Sokolowski
Deputy Assistant Administrator
Bureau for Europe and Eurasia
U.S. Agency for International Development
 
 
The House Foreign Affairs Committee is responsible for oversight and legislation relating to: 

- For",,,,,,non_intel,0.55,[],other,A,b,3,"US congressional hearing announcement; lacks specific, verifiable details on Moldova’s infrastructure or quantified capabilities."
information,Moldova media regulation 2024,en,youtube,Man detained after petrol bomb thrown at Russian embassy in Moldova during election,https://www.youtube.com/watch?v=JqJBYUn5tuM,The Telegraph,,,20240317,"A man has thrown a petrol bomb at the Russian embassy in Moldova as protestors take to the streets in former Soviet republics in opposition to Vladimir Putin.

Footage emerged online of a commotion in Moldova’s capital Chisinau after a man allegedly through two Molotov cocktails into the courtyard of the Russian embassy. No one was injured in the attack, Tass, a Russian state-owned news agency, reported.

Read our updates here: https://www.telegraph.co.uk/world-news/2024/03/17/ukraine-russia-war",,,,,,non_intel,0.78,[],other,B,b,2,"Incident at Russian embassy in Chisinau; unrelated to infrastructure systems, dependencies, or resilience in Moldova."
information,Moldova media regulation 2024,en,youtube,Putin HUMILIATED… Moldova SHATTERS Kremlin’s Shadow Network,https://www.youtube.com/watch?v=7mrPsXRLVR8,The Military Show,,,20250923,"Russian interference in Moldova has been exposed just days before the September 28 parliamentary election. Authorities announced the arrest of 74 people allegedly trained in Serbia by Russian instructors and paid €400 each to spark unrest. Investigators uncovered weapons, camouflage, and links to fugitive oligarch Ilan Shor, long accused of destabilizing Moldovan politics.

The crackdown comes amid years of Kremlin-backed schemes, including a $39 million vote-buying operation during Moldova’s 20",,,,,,non_intel,0.72,[],other,D,b,4,Sensationalist political content on influence networks; no actionable infrastructure details or verifiable system data.
information,Moldova media regulation 2024,en,youtube,Российская пропаганда отреагировала на итоги выборов и референдума в Молдове,https://www.youtube.com/watch?v=8JCYOUA_7Ns,Proekt,,,20241021,,,,,,,non_intel,0.4,[],other,C,b,6,Video title references propaganda reactions; no accessible content or specifics on infrastructure in Moldova.
information,Moldova media regulation 2024,en,youtube,Pro-Russian separatists ask Moscow for protection in Moldova | DW News,https://www.youtube.com/watch?v=uGPBuwsKIgU,DW News,,,20240228,"The Moldovan breakaway region of Transnistria has asked Moscow for protection. The pro-Russia separatists accuse the pro-Western Moldovan government of waging economic warfare gainst them. Tensions between the two neighbours have been rising ever since Russia's invasion of Ukraine. 

The self-proclaimed Republic of Transnistria is a tiny sliver of land located between Ukraine and Moldova - and falls within Russia's sphere of influence. It broke away from Moldova during the collapse of the Soviet",,,,,,non_intel,0.62,[],other,B,b,3,"Covers Transnistria’s appeal to Moscow; snippet lacks concrete infrastructure details (energy, transport, telecom) or metrics."
information,Moldova media regulation 2024,en,youtube,Moldova’s EU Referendum Explained – What Happens Now?,https://www.youtube.com/watch?v=GwoHiubJn3U,EU Made Simple,,,20241022,"Use the code eumadesimple at the link below to get an exclusive 60% off an annual Incogni plan: https://incogni.com/eumadesimple

Moldova just barely voted in favor of joining the EU, but with allegations of Russian interference and a nation divided, what happens next? Can Moldova really overcome its challenges and join the EU, or is it stuck in a geopolitical grey zone? Watch to find out the real story behind this high-stakes election!

Support the Channel: 
💁‍♂️ Patreon: https://www.patreon.co",,,,,,non_intel,0.56,[],other,C,b,3,"Explainer on EU referendum; no specific infrastructure systems, dependencies, or performance data for Moldova provided."
information,Sputnik Moldova 2024,en,youtube,"Программа ""Экспертиза"" на ""Спутник Молдова. Гость в эфире - Алексей Петрович",https://www.youtube.com/watch?v=QfrMKMD_n_U,Алексей Петрович Солдат Победы,,,20240925,"В следующем году во всех постсоветских странах будут отмечать 80-летний юбилей Победы в Великой Отечественной войне. К этой дате оргкомитеты готовятся особо основательно, в частности на пространстве СНГ учреждается медаль к знаковой дате, которая будет вручаться ветеранам. Однако нынешний президент Молдовы отказалась подписывать указ об учреждении в Молдове такой награды. Равно, как и уже нелегитимный президент Украины Владимир Зеленский. Почерк, в общем, схожий. Почему прозападная власть PAS от",,,,,,non_intel,0.7,[],other,D,b,4,"Political/commemorative discussion; lacks actionable details on infrastructure assets, governance, or capabilities in Moldova."
information,Sputnik Moldova 2024,en,youtube,"Спутник Молдова кует ""политиков"".",https://www.youtube.com/watch?v=wOnHpKcbkes,AVA TV,,,20240628,"Радикальное пропутинское СМИ, стало школой резерва для подготовки пророссийских политиков Молдовы.",,,,,,non_intel,0.68,[],other,C,b,4,Media/political influence commentary; no concrete information on infrastructure systems or dependencies in Moldova.
information,Sputnik Moldova 2024,en,youtube,Rusya’da evlendirme programına katılan Mehmet’e yoğun ilgi￼,https://www.youtube.com/watch?v=o6YVDMjTFoM,RUSCA TV,,,20220220,,,,,,,non_intel,0.9,[],other,F,b,6,Unrelated entertainment content from 2022; no relevance to Moldova or its infrastructure.
information,Sputnik Moldova 2024,en,youtube,Отрывок из интервью передачи «Экспертиза» на Спутник Молдова 🇲🇩. #moldova #россия #выборы2024,https://www.youtube.com/watch?v=ZBAM9EQ1PF8,Союз Россия-Молдова ,,,20241121,,,,,,,non_intel,0.76,[],other,F,b,6,Short interview clip teaser; no accessible content or infrastructure-specific details for Moldova.
information,Sputnik Moldova 2024,en,youtube,Спутник Молдова героически держится!,https://www.youtube.com/watch?v=AtW-AJCErM4,AVA TV,,,20240308,Кто крышует российскую пропаганду в Молдове.,,,,,,non_intel,0.68,[],other,C,b,4,"Political/media critique; lacks concrete, verifiable information on Moldova’s infrastructure systems or policies."
information,Sputnik Moldova 2024,en,youtube,Атаки на армию.,https://www.youtube.com/watch?v=AxzLXr7a-hA,AVA TV,,,20240625,"Sputnik Молдова: Из безобидных молдавских солдат лепят пушечное мясо для НАТО, для будущих войн.",,,,,,non_intel,0.68,[],other,C,b,4,"Opinion about military/NATO narratives; no specific infrastructure system, capability, or incident relevant to Moldova."
information,Sputnik Moldova 2024,en,youtube,В Молдове решают судьбу Приднестровья без Тирасполя?,https://www.youtube.com/watch?v=iNcuBju1Kdw,Первый Приднестровский ,,,20240404,"В Кишинёве готовятся провести «Форум по так называемой реинтеграции Молдовы», чтобы в одностороннем порядке решать судьбу Приднестровья. Пишут, среди участников будут молдавские чиновники, дипломаты США, Евросоюза и не только. Представителей Приднестровья и России не пригласили. По информации СМИ, на повестке – выход Кишинёва из переговоров. Будут обсуждать варианты, как разрушить формат «5+2». А еще методы давления на Тирасполь. Такие, как, например, пошлины. Призывы вывести миротворцев тоже мо",,,,,,non_intel,0.6,[],other,C,b,3,"Political coverage of reintegration forum; lacks concrete infrastructure data (energy, transport, telecom) or operational details."
information,Sputnik Moldova 2024,en,youtube,"""Итоги недели"" на ""Спутник-Молдова"".В студии - Дмитрий Терехов,Елена Пахомова и Алексей Петрович",https://www.youtube.com/watch?v=Va2m0vjXC7I,Алексей Петрович Солдат Победы,,,20240202,"В Кишиневе прошли первые в этом году акции оппозиции. Можно ли говорить о новой волне уличного протестного движения в Молдове? 
 
Сторонник вступления РМ в НАТО, последовательный борец с тем, что в PAS называют ""российской пропагандой"", Михаил Попшой встал во главе МИДЕИ. Европейский курс Молдовы в надежных руках? 
 
Не играет ли действующая власть с огнем, де-факто отказываясь от закрепленного в Конституции нейтралитета? 
 
Официальный Кишинев демонстративно проигнорировал 80 годовщину снятия б",,,,,,non_intel,0.65,[],other,D,b,4,Weekly political talk show; no actionable infrastructure intelligence or system-level specifics for Moldova.
information,Sputnik Moldova 2024,en,youtube,Общество Молдовы против ксенофобии,https://www.youtube.com/watch?v=H7Cqob0nFOg,Михаил,,,20241101,"Михаил Полянский в студии ""Спутник-Молдова"" о ситуации после первого тура выборов — общество осудило ксенофобию адептов правящей партии.",,,,,,non_intel,0.62,[],other,D,b,4,Political commentary on social issues; no infrastructure-related details relevant to Moldova’s systems or dependencies.
information,Sputnik Moldova 2024,en,youtube,"Interviu în cadrul Emisiunii ""Atitudini""/Sputnik Moldova/Maria Dimineț (28.04.2021)",https://www.youtube.com/watch?v=jMxSJn-AlZY,Homeschooling de la A la Z cu Diana Chicu,,,20220218,"Emisiunea ”ATITUDINI”, Sputnik Moldova,  despre perspectivele și avantajele școlarizării la domiciliu, cu Maria Dimineț.

Sursa Originală:
https://fb.watch/bftOqcwDKn/

Despre perspectivele și avantajele școlarizării la domiciliu în țara noastră discutăm, la ATITUDINI, cu Diana Chicu, președinta Asociației „Homeschooling Moldova”; Marina Rusu, mama a cărei copii fac homeschooling; Valentin Crudu, șeful Direcției Învățământ General, din cadrul Ministerului Educației și Adrian Lebedinschi, preşedi",,,,,,non_intel,0.95,[],other,C,b,6,2021 discussion on homeschooling; out of timeframe and unrelated to infrastructure systems or vulnerabilities.
infrastructure,TEN-T Moldova rail road projects 2024..2025,en,scholar,"ROMANIA'S ROLE IN EU ENLARGEMENT: CHALLENGES, OPPORTUNITIES, AND STRATEGIC PREFERENCES FOR THE REPUBLIC OF MOLDOVA'S ACCESSION",https://openalex.org/W4405446717,EUROPOLITY CONTINUITY AND CHANGE IN EUROPEAN GOVERNANCE (2024),,,,,,,,,,non_intel,0.82,[],journal,A,b,3,Focuses on Romania’s role in EU enlargement and Moldova’s accession preferences; lacks concrete Moldova infrastructure data.
infrastructure,data center Moldova cybersecurity 2024..2025,en,scholar,Digital health intervention reconnects war-affected people living with HIV to healthcare: Ukraine case study,https://openalex.org/W4406170261,Oxford Open Digital Health (2025),,,,,,,,,,non_intel,0.96,[],journal,A,b,3,Ukraine digital health case study; not about Moldova infrastructure.
infrastructure,data center Moldova cybersecurity 2024..2025,en,scholar,British and Polish Temporary Protection Schemes... Addressing Displaced Persons from Ukraine,https://openalex.org/W4391102759,Časopis pro právní vědu a praxi (2024),,https://journals.muni.cz/cpvp/article/download/33664/32107,,,,,,,,non_intel,0.96,[],journal,A,b,3,Legal analysis of UK/Polish temporary protection schemes; no Moldova infrastructure details.
infrastructure,data center Moldova cybersecurity 2024..2025,en,scholar,The role of “small alliances” in the foreign policy of Ukraine: the case of Lublin Triangle,https://openalex.org/W4406304990,Wschód Europy Studia humanistyczno-społeczne (2024),,,,,,,,,,non_intel,0.94,[],journal,A,b,3,Foreign policy piece on Ukraine’s small alliances; no Moldova infrastructure specifics.
infrastructure,sabotage critical infrastructure Moldova 2024..2025,en,scholar,STRATEGIC PUTIN’S PLAN: WHAT ARE THE REAL GOALS OF CONTEMPORARY RUSSIA?,https://openalex.org/W4406304840,Octopus. (2025),,,,,,,,,,non_intel,0.9,[],journal,C,b,3,General geopolitical analysis of Russia’s goals; lacks concrete Moldova infrastructure information.
infrastructure,Moldova energy outage 2024,en,youtube,Moldova energy crisis: Thousands without heating as Russia cuts gas supplies,https://www.youtube.com/watch?v=9jiVrAVRKVc,Al Jazeera English,,,20250110,"Moldova is facing a dire energy crisis as Russia's gas supply cuts leave tens of thousands without heating and hot water in the harsh winter months. The government has declared a state of emergency to manage the crisis, which has disrupted daily life and increased hardships for many. Power outages have compounded the challenges, leaving residents to rely on scarce resources to stay warm. The country is seeking alternative energy solutions, but progress is slow. 

Al Jazeera’s Um-e-Kulsoom Sharif",,,,,,intel,0.78,"['Events', 'Capabilities', 'Organisations']",news,B,c,3,"Reports Russia’s gas cuts causing heating/power disruptions and a state of emergency in Moldova (Jan 2025), highlighting dependency and affected population."
infrastructure,Moldova energy outage 2024,en,youtube,Kyiv’s halt of Russian gas throws Moldova into energy crisis,https://www.youtube.com/watch?v=UoOxNc1fCx8,DD India,,,20250105,"#ukrainewar #moldova #russiaukrainewar #ukrainerussiawar #moldovanews 

DD India is India’s 24x7 international news channel from the stable of the country’s Public Service Broadcaster, Prasar Bharati.  Launched in 2021, DD India has made a name for itself to deliver balanced, fair and accurate news from India and around the world. Apart from daily news bulletins tracking the developments around the world, DD India airs major events of national importance, analysis of current events and informati",,,,,,intel,0.72,"['Events', 'Capabilities', 'Organisations']",news,C,c,3,"Links Ukraine’s halt of Russian gas transit to Moldova’s energy crisis (Jan 2025), indicating supply route dependency and organisational actors."
